員工姓名,職稱,到職日,新進健檢日期,是否到職前完成,胸部X光,糞便檢查,血液常規及生化,尿液檢查,B肝抗原抗體,年度健檢日期,醫師判讀核章,異常追蹤,流感疫苗接種日期,未接種原因,鼓勵接種紀錄,備註
,,,,,,,,,,,,,,,,
